98,136
136,98
136,138
268,175
136,175
177,157
16,42
16,233
136,260
157,213
157,177
136,272
136,160
203,115
87,113
213,160
21,80
98,272
297,115
203,297
16,114
233,148
17,149
1,272
235,270
225,216
213,157
153,30
268,190
268,103
6,250
136,180
136,163
136,168
136,25
136,162
136,255
185,51
136,244
83,136
17,113
137,53
17,137
17,172
218,58
215,254
297,215
233,16
233,73
149,17
231,175
1,160
136,184
197,274
179,280
141,29
225,75
216,130
157,60
136,268
268,256
6,268
33,268
268,214
163,136
136,199
98,160
136,26
136,104
136,125
297,137
17,53
297,203
17,170
297,218
218,113
31,114
226,62
226,277
84,78
125,215
233,114
233,193
233,290
233,248
233,272
233,164
233,240
16,47
233,283
2,254
16,2
297,231
231,97
97,217
297,223
185,74
185,28
151,74
183,89
213,175
136,1
136,201
136,291
136,237
179,11
179,29
230,44
212,144
44,212
60,157
157,207
220,134
157,105
157,21
21,139
136,24
213,177
213,201
33,160
268,272
268,184
4,160
33,4
268,222
4,250
154,13
297,136
136,40
136,64
136,121
136,193
136,123
150,136
98,249
136,120
98,162
136,77
136,53
136,165
136,243
200,7
221,136
136,202
98,163
17,191
137,17
17,201
203,113
17,115
203,262
297,180
76,240
76,126
27,170
218,190
218,104
218,96
219,113
17,287
17,48
31,226
31,115
31,130
33,32
19,99
31,19
215,165
215,90
215,84
72,243
182,84
297,84
125,201
125,237
297,189
297,295
87,246
233,103
233,128
233,287
233,201
73,16
73,190
73,233
233,47
125,260
56,108
125,56
16,254
149,48
17,88
194,91
91,194
2,215
231,50
97,50
231,90
231,104
231,297
85,236
85,90
32,275
74,70
74,250
74,292
273,113
17,57
17,273
17,183
17,89
17,272
205,170
1,250
1,190
235,197
235,274
270,197
270,274
157,139
29,179
29,294
23,230
230,289
44,230
44,160
44,144
0,23
0,75
86,225
75,225
216,190
225,289
216,225
178,100
178,130
118,216
216,14
216,8
216,75
5,250
5,157
157,138
157,293
157,160
157,175
157,132
30,153
30,220
22,80
136,240
136,156
157,67
3,105
3,157
3,100
157,228
177,103
213,80
177,80
33,232
119,268
268,6
268,207
33,6
6,4
268,4
268,264
268,128
268,165
268,33
268,238
247,222
268,224
186,160
186,4
185,275
177,268
268,160
32,214
136,289
10,154
154,136
136,266
98,69
98,138
98,269
136,169
150,169
136,131
136,102
136,46
136,55
136,288
136,62
136,108
136,36
36,136
98,36
136,211
136,72
185,243
136,51
200,252
7,252
136,109
136,113
125,136
136,286
83,55
136,83
258,276
258,137
137,181
137,276
297,190
297,54
173,54
173,37
137,193
137,272
137,262
137,176
137,283
297,103
297,17
203,172
137,180
297,262
17,80
17,294
76,113
17,76
17,65
76,218
65,218
65,190
218,203
95,114
218,103
218,143
218,250
218,48
96,218
96,80
219,17
219,250
218,262
146,58
146,145
218,145
17,90
120,68
31,62
226,31
31,253
226,90
226,112
226,243
31,33
33,42
33,31
33,62
32,143
32,114
120,103
120,19
120,101
120,214
19,128
19,293
19,114
31,152
19,174
19,100
84,90
84,114
215,174
215,142
215,80
125,271
215,297
215,203
297,130
215,106
215,94
94,282
94,106
94,295
215,176
84,263
84,215
84,125
215,125
84,37
297,155
155,84
155,203
84,155
84,203
203,263
84,130
137,242
137,215
215,208
125,208
137,78
215,190
215,272
291,286
87,291
87,287
266,190
266,87
209,113
233,180
233,207
16,237
16,180
233,42
233,250
233,239
233,175
233,78
233,289
233,241
233,282
233,80
233,121
233,147
16,73
16,272
73,272
16,250
233,281
180,139
233,81
59,261
56,125
125,108
125,245
261,193
203,49
203,233
149,290
17,290
17,254
149,287
149,254
149,106
194,48
194,170
91,170
2,16
297,2
2,189
2,165
2,296
125,110
27,46
27,93
93,188
203,170
297,112
122,258
122,175
297,97
97,279
231,241
231,262
210,249
210,97
137,97
181,97
97,297
236,90
85,114
180,115
166,62
120,237
120,224
297,198
198,190
285,124
285,251
285,79
199,115
198,57
198,114
166,198
166,224
166,121
166,193
166,214
198,251
185,70
74,122
74,28
74,243
185,272
151,292
183,160
183,143
183,129
183,272
183,113
183,116
17,165
273,191
273,165
273,209
183,17
17,160
205,110
234,42
234,24
16,112
1,214
1,204
1,17
1,107
17,213
213,79
213,9
213,78
1,213
1,9
1,100
214,175
9,107
1,136
1,291
136,279
136,287
56,136
81,128
9,128
136,63
9,1
122,240
270,128
270,108
270,99
270,130
270,63
270,158
197,270
274,270
270,235
235,264
39,115
179,103
179,139
11,139
29,128
29,42
29,204
29,280
29,180
29,46
11,179
29,193
29,81
29,11
179,180
141,293
29,114
29,18
29,175
29,259
29,49
230,170
44,15
44,289
44,175
44,201
15,230
230,201
171,61
230,287
44,187
44,61
230,161
171,40
44,245
212,61
61,212
44,128
44,31
212,138
44,8
212,8
44,25
212,44
212,253
44,253
297,144
0,161
75,250
17,0
