212,162
263,113
197,182
50,49
197,8
263,182
263,148
106,230
197,96
127,15
15,127
197,242
79,116
275,206
197,167
263,260
230,27
197,202
197,111
189,72
72,73
263,111
150,263
263,167
230,106
106,140
193,181
237,242
197,164
197,175
197,73
167,263
197,72
197,43
17,21
81,263
263,81
209,55
230,242
27,230
94,291
197,75
9,197
189,73
263,158
263,150
263,119
15,8
15,75
167,96
197,263
296,23
250,171
17,250
197,189
167,44
230,55
7,202
254,197
233,0
159,242
204,197
197,172
226,110
116,96
167,75
151,6
167,182
236,72
167,8
263,170
72,82
197,183
263,142
167,242
263,187
263,239
260,207
263,67
197,119
197,142
21,17
250,21
148,263
55,209
230,257
89,230
140,230
76,174
281,161
123,140
100,254
278,202
232,58
5,0
15,0
197,268
219,243
197,34
197,15
254,255
197,259
80,164
49,79
9,96
175,10
274,240
263,172
189,190
73,8
263,242
73,183
165,104
167,38
167,60
167,51
263,4
263,83
167,210
15,132
197,9
151,167
17,171
129,197
197,148
263,84
263,65
296,62
55,97
209,230
230,89
106,105
27,106
27,105
244,112
162,182
162,161
140,123
197,108
215,136
254,202
124,0
75,197
237,74
74,242
197,285
197,158
221,164
255,163
163,169
80,108
116,5
131,138
127,291
186,149
275,248
180,186
293,116
104,165
9,203
197,291
155,242
275,96
206,96
292,10
149,185
206,175
116,172
274,116
263,96
15,259
189,35
72,182
73,197
271,114
271,288
23,8
208,96
263,197
226,263
197,30
72,236
79,66
235,197
197,241
263,177
263,247
239,119
166,167
167,166
263,8
15,196
167,15
75,289
15,96
15,142
197,132
127,284
15,284
127,259
9,8
167,211
263,246
167,243
197,279
197,288
279,167
279,276
167,158
167,9
263,72
72,23
72,167
167,151
296,8
9,167
261,151
151,8
167,197
242,171
21,171
250,17
197,85
197,296
263,144
148,65
88,81
81,111
296,97
296,36
167,24
55,25
145,97
228,242
55,230
55,121
230,99
89,106
89,105
106,89
230,105
230,13
105,110
230,107
107,230
156,161
254,182
281,212
212,161
101,214
214,197
176,197
197,194
108,197
20,220
254,100
11,68
72,202
197,7
189,202
49,197
108,202
108,7
256,72
63,182
137,166
160,242
77,242
73,0
15,291
269,164
189,242
130,242
213,197
11,34
197,170
197,243
197,203
269,172
197,255
255,169
163,255
80,90
80,39
80,152
108,39
39,152
39,120
39,54
108,170
116,153
153,264
264,116
138,139
138,63
138,199
199,198
199,18
198,18
116,79
217,79
217,116
116,220
86,48
249,257
186,86
180,86
293,79
116,37
22,243
50,275
50,206
49,275
49,206
49,193
116,48
173,243
50,165
49,165
49,30
165,79
157,182
180,96
157,96
275,175
206,197
197,171
175,122
241,197
135,122
249,62
116,122
79,8
103,182
104,154
224,225
189,233
190,68
190,242
261,233
261,59
233,96
72,8
271,8
208,79
279,263
263,276
71,167
167,288
75,73
73,182
263,285
72,257
72,158
72,187
79,197
116,277
197,201
292,8
23,30
23,197
167,196
72,263
263,54
263,203
263,284
239,263
263,268
167,170
263,114
263,115
173,263
263,222
263,60
263,220
75,8
132,197
132,15
15,182
263,44
72,124
124,73
124,197
73,41
197,97
127,132
127,144
262,15
127,38
15,38
167,127
167,62
167,25
276,184
167,48
175,292
175,259
279,288
167,296
263,189
263,271
263,279
263,272
189,279
72,279
271,279
124,279
124,71
143,167
73,82
296,259
23,296
23,6
23,167
167,115
151,9
261,47
261,142
261,8
9,233
197,17
21,172
197,271
269,243
296,263
296,197
157,148
148,4
9,73
148,84
148,113
263,265
167,81
81,167
263,211
88,102
102,81
197,48
167,226
296,220
226,167
167,110
167,119
24,167
167,97
145,55
209,25
55,257
230,228
230,35
230,209
230,121
99,230
134,182
27,285
230,285
230,31
89,140
140,105
140,89
140,35
105,106
89,35
230,140
106,13
140,13
140,242
230,28
89,27
106,27
105,27
105,246
27,140
107,257
140,97
13,106
13,140
244,52
156,60
244,115
112,52
52,156
76,161
254,164
76,115
283,76
295,25
212,3
162,3
3,212
3,162
3,161
3,62
78,161
78,182
215,213
101,297
280,197
204,176
197,176
255,195
255,202
125,197
11,53
100,200
255,68
7,197
72,7
7,170
72,68
181,68
50,197
100,197
270,197
255,197
108,247
104,50
104,49
104,197
294,182
72,49
166,160
160,182
160,77
274,181
165,50
165,49
192,223
232,287
232,223
232,192
287,2
192,287
223,287
71,0
263,94
191,282
32,170
94,48
94,259
94,243
94,182
94,170
220,200
218,94
188,34
159,172
159,59
159,48
29,101
29,48
29,218
218,159
218,242
130,205
205,243
205,126
205,172
205,291
126,172
101,247
226,290
226,97
226,242
75,285
219,197
219,34
197,161
219,59
15,164
15,242
237,164
254,161
255,164
108,255
80,194
157,243
80,221
163,221
163,23
221,80
221,42
221,108
221,39
221,152
23,80
80,42
80,120
42,108
42,164
42,39
42,152
42,120
108,164
108,152
108,120
108,54
277,97
79,96
131,63
138,198
138,18
139,199
139,198
139,18
63,199
63,198
63,18
198,154
18,154
18,79
154,79
116,259
127,122
116,291
116,268
116,178
86,153
86,186
153,48
264,180
206,248
249,248
127,172
217,203
86,194
86,180
264,259
206,275
293,243
293,46
258,79
258,116
22,289
22,182
22,35
22,197
116,243
116,22
116,293
293,48
275,111
50,30
50,79
104,79
165,30
269,96
269,207
9,291
197,5
197,59
155,48
155,35
155,285
184,157
37,48
116,170
157,45
276,46
116,10
292,79
217,153
86,149
186,185
275,197
197,178
175,171
175,178
274,37
241,90
241,109
90,109
90,93
90,234
90,231
90,87
90,56
109,93
109,234
109,231
109,87
109,56
93,234
93,231
93,87
93,56
234,231
234,87
234,56
231,87
231,56
87,56
15,144
274,172
185,10
185,292
135,51
275,182
116,8
75,172
5,59
5,96
103,131
103,264
103,266
103,128
103,116
103,216
131,264
131,266
131,128
131,116
131,216
131,253
131,133
264,266
264,128
264,216
264,253
264,133
264,138
264,19
264,16
264,21
264,63
266,128
266,116
266,216
266,253
266,133
266,138
266,19
266,16
266,21
266,63
128,116
128,216
128,253
128,133
128,138
128,19
128,16
128,21
128,63
128,104
128,91
116,216
116,253
116,133
116,138
116,19
116,16
116,21
116,63
116,104
116,91
116,64
216,253
216,133
216,138
216,19
216,16
216,21
216,63
216,104
216,91
216,64
216,224
253,133
253,138
253,19
253,16
253,21
253,63
253,104
253,91
253,64
253,224
253,225
253,227
133,138
133,19
133,16
133,21
133,63
133,104
133,91
133,64
133,224
133,225
133,227
133,139
133,5
138,19
138,16
138,21
138,104
138,91
138,64
138,224
138,225
138,227
138,5
138,14
19,16
19,21
19,63
19,104
19,91
19,64
19,224
19,225
19,227
19,139
19,5
19,14
19,57
16,21
16,63
16,104
16,91
16,64
16,224
16,225
16,227
16,139
16,5
16,14
16,57
21,63
21,104
21,91
21,64
21,224
21,225
21,227
21,139
21,5
21,14
21,57
63,104
63,91
63,64
63,224
63,225
63,227
63,139
63,5
63,14
63,57
104,91
104,64
104,224
104,225
104,227
104,139
104,5
104,14
104,57
91,64
91,224
91,225
91,227
91,139
91,5
91,14
91,57
64,224
64,225
64,227
64,139
64,5
64,14
64,57
224,227
224,139
224,5
224,14
224,57
224,154
225,227
225,139
225,5
225,14
225,57
225,154
227,139
227,5
227,14
227,57
139,5
139,14
139,57
14,57
199,153
199,98
199,117
199,252
198,153
198,98
198,117
198,252
153,18
153,98
153,117
153,252
18,98
18,117
18,252
98,117
98,252
117,252
154,267
154,183
267,183
116,263
265,111
258,8
258,197
15,111
143,96
189,59
233,59
261,96
233,189
233,190
189,182
190,182
190,72
72,35
73,72
73,37
23,182
151,96
135,96
124,135
124,96
276,272
197,272
167,172
184,167
184,31
167,31
72,45
197,12
197,79
197,116
73,170
73,97
75,284
277,165
238,134
240,179
155,179
263,179
263,30
276,82
82,72
236,158
72,79
72,114
197,277
104,268
235,8
197,23
73,248
167,187
263,51
73,157
73,4
167,284
263,79
263,31
263,35
260,182
260,263
263,178
167,260
177,67
177,119
239,113
263,289
263,116
150,222
263,68
263,49
293,49
293,30
49,150
49,38
49,15
150,8
75,196
15,289
15,167
127,142
15,9
15,197
9,132
132,8
177,263
197,210
197,187
132,127
132,111
127,8
127,262
262,167
167,220
167,276
167,184
276,288
276,25
184,8
233,222
208,30
208,116
26,232
26,31
26,118
26,291
232,31
232,118
232,291
118,291
197,10
197,292
271,263
263,48
197,38
279,67
206,119
249,279
249,284
173,222
173,48
49,182
249,94
279,62
276,62
168,177
279,96
276,96
249,168
296,137
137,158
137,9
263,124
263,71
189,124
189,23
189,276
189,272
189,71
189,167
72,271
72,276
72,272
72,71
72,12
72,75
72,80
72,151
271,124
271,23
271,272
271,71
271,167
271,12
271,75
271,73
271,80
271,151
124,23
124,276
124,272
279,71
279,12
279,75
279,73
279,80
279,151
276,167
272,71
272,167
167,12
167,73
167,80
75,80
75,151
80,151
23,43
23,259
23,151
23,158
197,143
167,143
167,47
167,6
151,142
9,38
151,157
157,73
261,167
167,261
151,47
261,9
9,189
167,233
233,197
296,170
23,96
250,142
250,197
197,250
21,250
17,268
21,222
250,47
129,43
297,269
49,263
197,144
197,157
241,148
148,170
148,144
9,111
9,142
157,263
263,121
148,121
148,119
260,148
148,115
148,67
168,263
148,59
148,83
263,59
148,242
23,263
81,247
167,246
263,88
88,35
81,246
88,263
102,263
263,36
102,111
81,36
105,263
197,35
81,84
197,4
73,115
143,141
143,62
143,83
197,150
151,84
151,263
92,73
92,41
73,54
41,73
41,54
41,8
41,78
296,9
197,233
197,226
72,233
72,226
296,111
296,182
296,285
23,161
92,97
277,92
167,235
235,119
258,167
258,44
72,235
226,235
145,209
55,59
145,242
209,145
209,257
228,230
258,230
258,55
230,25
230,144
99,55
99,97
55,99
134,161
230,161
230,182
89,285
89,31
106,35
105,89
105,230
89,13
106,28
106,242
140,28
230,243
28,242
28,27
28,106
28,285
106,144
106,99
27,257
27,85
27,97
27,210
27,31
228,27
27,211
105,211
55,27
85,106
85,27
106,107
106,25
140,107
140,25
106,97
140,55
140,161
55,161
55,13
105,13
13,121
140,38
140,106
129,97
156,242
156,114
156,187
156,244
156,112
156,115
112,119
52,161
244,89
112,89
244,156
112,156
76,182
39,182
39,74
74,76
74,59
74,268
74,201
76,268
76,201
76,61
39,247
76,283
283,62
76,62
295,174
281,170
212,170
212,85
212,182
162,85
212,179
162,212
162,179
273,161
273,179
295,212
295,162
295,179
295,161
195,161
3,144
212,172
162,172
212,97
212,210
162,97
162,210
162,256
3,210
256,140
129,140
129,182
162,140
162,134
78,140
78,134
140,182
134,123
140,201
217,257
123,257
297,33
197,1
108,125
215,245
214,245
197,297
197,207
280,297
280,207
297,207
297,280
280,204
101,280
101,176
280,214
214,176
176,297
297,197
197,53
53,243
39,255
39,195
39,202
215,242
297,214
175,197
214,207
213,1
125,1
20,11
53,254
53,100
20,254
20,100
220,254
220,100
100,164
254,200
220,34
95,197
95,255
220,11
11,33
7,33
197,278
72,170
189,7
72,189
73,7
73,202
7,278
193,68
181,50
181,49
181,197
49,181
197,193
175,193
175,181
129,189
189,82
73,189
233,73
213,291
80,161
197,220
270,11
270,68
270,193
11,270
11,193
11,176
11,204
176,204
53,213
100,214
255,34
255,242
255,39
39,68
108,201
7,229
197,229
7,96
229,190
229,135
229,265
190,135
190,265
263,15
104,96
202,197
72,193
254,34
100,95
254,95
197,256
256,189
256,202
189,96
189,256
82,182
82,294
63,294
72,294
294,207
73,36
194,195
255,70
70,243
70,137
137,160
296,166
293,220
137,220
167,160
77,182
147,164
147,182
49,70
242,108
194,108
125,30
251,197
153,96
70,274
137,274
166,274
160,274
274,175
274,193
274,197
149,116
175,116
193,116
193,111
181,116
181,111
116,111
165,197
104,182
225,104
81,154
251,183
208,127
208,38
127,182
149,30
180,149
146,13
238,30
238,292
238,193
238,181
193,274
193,240
287,223
192,2
286,248
286,203
232,182
223,274
223,232
232,290
290,58
232,183
58,183
141,203
180,48
263,0
265,0
272,0
15,124
15,71
15,189
15,279
15,165
124,189
189,0
73,45
72,50
82,50
82,49
50,158
49,158
69,245
